rfq_id,match_id,similarity_score,config
8aff426d-b8c0-43aa-ad26-835ef4de6129,ee5c62d7-b0f9-4818-8698-425ffdcdb11a,0.2857,dimensions_only
8aff426d-b8c0-43aa-ad26-835ef4de6129,1008838b-bf71-442f-a6e8-3de016146f89,0.2857,dimensions_only
8aff426d-b8c0-43aa-ad26-835ef4de6129,51edaf19-20d9-4df2-90aa-246c478b3532,0.2857,dimensions_only
37e624be-b125-464f-85b6-1838530193ef,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
37e624be-b125-464f-85b6-1838530193ef,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
37e624be-b125-464f-85b6-1838530193ef,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
b8257184-6307-46ab-b06e-d979336d1263,41dce460-7b73-4340-aa02-c10a79198432,0.1429,dimensions_only
b8257184-6307-46ab-b06e-d979336d1263,81f568a6-f3e7-471c-ba29-b562595a8a2e,0.1429,dimensions_only
b8257184-6307-46ab-b06e-d979336d1263,ac20e58c-280d-4abf-ad01-4709435a2944,0.1429,dimensions_only
63140d1f-dda8-40fe-8931-bcaba65d5772,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
63140d1f-dda8-40fe-8931-bcaba65d5772,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
63140d1f-dda8-40fe-8931-bcaba65d5772,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
11cffc57-44be-4d79-bfd5-97482be566d3,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
11cffc57-44be-4d79-bfd5-97482be566d3,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
11cffc57-44be-4d79-bfd5-97482be566d3,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
973d80a1-f1b8-461b-bb25-7d8852968b1c,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
973d80a1-f1b8-461b-bb25-7d8852968b1c,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
973d80a1-f1b8-461b-bb25-7d8852968b1c,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
8fe87807-dae8-4341-94fd-2ab91f176464,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
8fe87807-dae8-4341-94fd-2ab91f176464,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
8fe87807-dae8-4341-94fd-2ab91f176464,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
c18a7f01-1cb6-4987-a2cc-93251d3719b9,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
c18a7f01-1cb6-4987-a2cc-93251d3719b9,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
c18a7f01-1cb6-4987-a2cc-93251d3719b9,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
0777b4fd-292a-439b-848f-d772ee28c3b8,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.0,dimensions_only
0777b4fd-292a-439b-848f-d772ee28c3b8,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,0.0,dimensions_only
0777b4fd-292a-439b-848f-d772ee28c3b8,90b02a62-3da9-4648-948c-52627d086a50,0.0,dimensions_only
